Founder_Type,Economic_Climate,Founder_Age,Founder_Experience_Years,Industry,Funding_Stage,Work_Mode,Team_Size,Startup_Age_Months,Weekly_Work_Hours,Sleep_Hours,Exercise_Days_Per_Week,Vacation_Days_Taken,Investor_Pressure_Score,Cofounder_Conflict_Score,Stress_Score,Decision_Fatigue_Score,Burnout_Score,Burnout_Level,Founder_Burnout_Flag,Monthly_Revenue_Growth_Percent,Runway_Months_Remaining,Product_Market_Fit_Score,Employee_Turnover_Percent,Work_Life_Balance_Score,Seeks_Mental_Health_Support,Shutdown_Probability,Shutdown_Risk,Startup_Failure_Flag
Solo Hustler,Bull Market,38,1,HealthTech,Series A,Remote,87,45,71.2,5.0,3.9,7.9,5.9,1.9,5.0,5.2,2.8,Low,0,-0.3,14.5,6.4,39.6,6.0,Yes,0.223,Low,0
Serial Entrepreneur,Funding Winter,46,4,SaaS,Seed,Office,5,80,64.9,3.5,3.9,0.0,8.2,5.5,7.3,6.3,5.1,Moderate,0,-2.1,16.5,3.0,48.9,5.7,No,0.658,High,1
Solo Hustler,Stable Economy,26,2,ClimateTech,Pre-Seed,Hybrid,7,129,76.1,4.5,3.4,11.1,5.6,2.9,3.8,2.6,2.3,Low,0,0.6,15.4,5.5,21.8,7.1,No,0.167,Low,0
Serial Entrepreneur,Recession,46,6,FinTech,Bootstrapped,Remote,5,124,73.3,4.7,2.8,8.8,5.7,4.2,5.6,2.9,4.1,Moderate,0,7.0,13.3,6.0,39.0,7.0,No,0.147,Low,0
Growth Obsessed Founder,Stable Economy,36,4,AI,Seed,Hybrid,14,123,42.9,5.9,4.4,9.2,5.0,5.2,3.5,4.0,1.0,Low,0,4.0,21.7,3.8,31.2,9.8,No,0.221,Low,0
Technical Builder,Funding Winter,35,0,HealthTech,Pre-Seed,Office,7,73,47.9,7.1,4.7,15.1,3.8,4.0,1.8,1.5,1.0,Low,0,16.2,4.2,2.1,8.1,10.0,No,0.841,High,1
Serial Entrepreneur,Recession,30,7,FinTech,Series B,Hybrid,145,66,40.1,6.9,4.7,13.2,7.9,0.0,1.0,2.1,1.0,Low,0,-1.9,1.3,9.1,28.3,10.0,Yes,0.166,Low,0
Solo Hustler,Funding Winter,41,3,E-commerce,Series A,Remote,47,26,52.1,6.4,4.2,16.3,7.1,5.1,3.3,3.9,1.7,Low,0,17.6,10.8,10.0,16.6,8.5,No,0.264,Low,0
Chaotic Innovator,Funding Winter,30,1,E-commerce,Seed,Hybrid,16,120,56.2,5.8,5.2,11.1,8.9,3.8,5.8,4.6,3.4,Low,0,-12.7,6.9,5.2,23.0,6.0,No,0.492,Medium,0
Solo Hustler,Recession,29,3,FinTech,Seed,Remote,5,57,70.8,4.9,2.6,0.0,2.4,8.5,7.5,8.5,6.2,Moderate,0,-16.7,11.0,5.1,55.4,3.3,No,0.869,High,1
Burned-Out Operator,Stable Economy,32,1,HealthTech,Series B,Office,180,45,74.3,3.5,3.2,0.0,7.6,1.6,6.7,9.8,7.1,Severe,1,-2.9,14.6,2.5,34.9,1.9,Yes,0.343,Low,0
Visionary CEO,Bull Market,32,2,Gaming,Bootstrapped,Hybrid,1,19,67.5,3.5,3.3,0.0,8.7,0.1,6.4,6.2,4.8,Moderate,0,29.9,18.0,8.8,16.4,5.0,No,0.106,Low,0
Visionary CEO,Bull Market,33,2,AI,Series C,Hybrid,144,119,52.0,7.0,1.9,10.3,6.1,2.6,5.5,2.7,1.0,Low,0,12.3,22.3,6.6,19.0,9.8,No,0.012,Low,0
Solo Hustler,Recession,32,1,E-commerce,Bootstrapped,Remote,1,13,84.2,5.9,2.4,7.1,8.1,6.7,10.0,7.0,3.4,Low,0,8.9,9.5,3.2,43.6,6.1,No,0.727,High,1
Technical Builder,Recession,40,5,HealthTech,Seed,Remote,18,56,69.5,5.7,4.3,13.1,9.6,4.7,7.2,7.8,6.0,Moderate,0,7.9,13.3,8.1,48.9,4.9,No,0.453,Medium,0
Burned-Out Operator,Stable Economy,43,4,EdTech,Pre-Seed,Remote,12,113,56.9,5.4,3.8,6.7,2.5,4.1,2.7,4.3,3.7,Moderate,0,17.3,15.2,5.5,46.3,6.7,No,0.155,Low,0
Chaotic Innovator,Recession,37,3,E-commerce,Pre-Seed,Hybrid,13,101,54.0,5.0,5.4,12.9,8.0,1.2,5.4,3.1,3.2,Low,0,8.9,1.2,7.4,29.9,7.4,No,0.804,High,1
Visionary CEO,Recession,29,2,SaaS,Series C,Hybrid,551,10,86.0,4.5,4.4,17.6,9.2,4.4,9.4,10.0,6.9,Severe,1,11.1,7.7,3.6,42.1,3.2,Yes,0.836,High,1
Serial Entrepreneur,Recession,49,5,SaaS,Pre-Seed,Office,6,118,55.2,6.5,4.0,27.9,6.7,3.0,5.2,2.6,1.2,Low,0,0.4,31.3,10.0,22.6,9.2,No,0.012,Low,0
Technical Builder,Stable Economy,36,1,AI,Pre-Seed,Remote,11,60,56.6,7.9,3.2,12.4,7.1,0.7,1.4,1.0,1.0,Low,0,11.2,12.3,8.1,27.8,10.0,Yes,0.085,Low,0
Technical Builder,Stable Economy,43,6,Cybersecurity,Series A,Remote,32,16,67.0,6.6,4.8,8.6,8.9,5.7,5.8,7.8,5.2,Moderate,0,-13.6,4.2,2.5,49.7,4.9,Yes,0.486,Medium,0
Solo Hustler,Funding Winter,28,0,SaaS,Series C,Hybrid,472,67,73.7,4.6,2.5,14.8,8.5,5.1,8.7,9.3,5.7,Moderate,0,46.2,18.4,2.3,59.8,5.1,Yes,0.768,High,1
Solo Hustler,Stable Economy,27,3,E-commerce,Series C,Hybrid,129,92,69.8,4.4,2.7,2.0,7.0,7.9,5.6,10.0,9.2,Severe,1,33.5,19.9,7.4,77.7,1.0,No,0.375,Medium,0
Technical Builder,Stable Economy,21,2,Biotech,Pre-Seed,Hybrid,13,110,48.2,5.5,5.7,1.2,3.3,3.2,2.0,1.0,1.0,Low,0,-10.5,15.7,3.3,21.3,9.5,No,0.255,Low,0
Technical Builder,Bull Market,30,1,Biotech,Seed,Hybrid,5,14,56.9,6.8,4.3,15.9,8.3,3.4,4.5,4.7,3.0,Low,0,-16.9,6.9,4.9,33.0,8.0,No,0.233,Low,0
Growth Obsessed Founder,Stable Economy,39,0,E-commerce,Seed,Hybrid,29,48,56.6,5.3,2.7,4.3,5.2,3.4,4.5,1.1,1.0,Low,0,-2.2,8.7,4.9,34.2,7.8,No,0.372,Medium,0
Calm Operator,Recession,33,1,FinTech,Pre-Seed,Remote,4,111,43.4,7.7,6.5,11.0,7.1,0.8,1.0,2.7,1.0,Low,0,28.9,12.0,3.4,17.7,10.0,No,0.234,Low,0
Technical Builder,Recession,38,0,AI,Seed,Remote,24,121,44.1,8.0,4.4,9.6,5.7,3.1,1.0,1.0,1.0,Low,0,15.0,13.5,6.1,19.7,10.0,Yes,0.204,Low,0
Growth Obsessed Founder,Stable Economy,23,1,SaaS,Series A,Remote,45,48,65.3,5.0,3.5,31.5,4.0,1.8,3.9,6.0,3.3,Low,0,-4.0,18.3,3.1,30.0,6.6,No,0.076,Low,0
Chaotic Innovator,Recession,21,3,FinTech,Series B,Remote,53,125,44.9,7.0,5.1,21.2,5.5,6.6,1.5,3.8,1.0,Low,0,7.9,18.8,3.3,42.0,10.0,No,0.408,Medium,0
Visionary CEO,Stable Economy,38,1,HealthTech,Seed,Hybrid,8,127,57.3,6.4,3.1,12.5,8.0,3.3,6.8,2.1,3.1,Low,0,15.0,19.2,9.0,21.8,7.7,No,0.155,Low,0
Calm Operator,Recession,31,1,Cybersecurity,Pre-Seed,Hybrid,5,76,37.1,7.7,6.9,16.4,9.9,3.6,1.0,2.0,1.0,Low,0,-4.6,13.5,2.4,19.8,10.0,No,0.302,Low,0
Burned-Out Operator,Bull Market,32,0,E-commerce,Seed,Hybrid,25,53,58.7,4.7,6.4,0.0,6.0,5.4,4.6,7.3,7.5,Severe,1,9.3,15.3,2.5,55.4,4.2,No,0.695,High,1
Growth Obsessed Founder,Stable Economy,29,3,ClimateTech,Seed,Remote,29,126,58.1,6.4,1.8,14.8,1.5,5.7,3.4,1.0,1.6,Low,0,5.7,20.2,3.0,28.4,9.1,No,0.217,Low,0
Technical Builder,Funding Winter,29,5,ClimateTech,Series A,Hybrid,42,27,57.8,6.2,5.7,6.6,10.0,3.8,4.6,2.4,1.0,Low,0,-14.6,15.2,8.6,26.3,9.9,No,0.042,Low,0
Chaotic Innovator,Stable Economy,35,1,E-commerce,Seed,Remote,28,138,60.2,5.1,5.3,12.0,9.0,5.4,6.5,6.9,3.7,Moderate,0,-5.0,2.2,3.2,56.9,7.0,No,0.833,High,1
Calm Operator,Funding Winter,39,3,SaaS,Seed,Hybrid,5,138,52.5,7.0,4.5,23.9,6.3,0.0,1.0,1.6,1.0,Low,0,26.0,17.8,10.0,4.4,8.8,No,0.045,Low,0
Growth Obsessed Founder,Stable Economy,39,0,Cybersecurity,Seed,Hybrid,16,115,81.3,6.1,3.2,14.3,6.9,9.4,10.0,9.3,7.3,Severe,1,20.3,13.2,4.3,57.5,5.6,No,0.88,High,1
Growth Obsessed Founder,Bull Market,33,1,SaaS,Pre-Seed,Hybrid,3,73,55.8,6.4,3.1,11.9,4.6,3.0,3.2,1.3,1.7,Low,0,-6.0,12.6,2.2,26.0,9.6,No,0.133,Low,0
Technical Builder,Funding Winter,41,4,HealthTech,Series B,Remote,133,128,53.8,6.1,4.4,9.7,6.2,3.5,5.4,2.1,1.7,Low,0,-0.5,20.1,9.6,23.0,9.0,No,0.071,Low,0
Technical Builder,Recession,34,0,FinTech,Series A,Hybrid,84,140,53.0,7.0,4.9,16.8,8.0,3.2,2.7,3.6,4.6,Moderate,0,10.2,5.0,6.0,38.3,8.1,No,0.461,Medium,0
Solo Hustler,Recession,23,3,SaaS,Pre-Seed,Remote,6,133,70.2,5.1,4.4,8.3,5.0,6.6,4.6,5.2,1.8,Low,0,-1.8,2.6,6.5,48.5,9.9,No,0.715,High,1
Technical Builder,Stable Economy,35,1,Biotech,Bootstrapped,Office,4,18,65.2,5.4,4.2,8.3,6.0,5.4,5.0,4.4,3.6,Moderate,0,-6.0,5.0,3.7,41.7,7.1,No,0.742,High,1
Chaotic Innovator,Stable Economy,29,0,FinTech,Series A,Hybrid,50,62,74.1,5.0,1.2,0.9,8.3,4.6,8.5,7.6,4.9,Moderate,0,7.7,12.8,3.1,56.7,3.5,Yes,0.688,High,1
Technical Builder,Bull Market,28,2,SaaS,Series A,Hybrid,72,62,60.6,6.1,1.9,3.7,7.6,5.7,6.7,5.2,4.2,Moderate,0,-1.6,10.0,4.5,42.1,5.5,No,0.169,Low,0
Chaotic Innovator,Stable Economy,42,7,EdTech,Series C,Remote,152,7,77.1,5.7,2.6,14.4,7.2,3.4,7.1,7.8,5.0,Moderate,0,28.4,31.8,8.9,38.5,3.8,No,0.008,Low,0
Chaotic Innovator,Bull Market,36,3,Biotech,Pre-Seed,Hybrid,13,54,65.8,5.8,2.2,6.2,5.7,7.3,5.6,5.5,2.6,Low,0,6.6,1.3,6.3,47.3,7.3,No,0.704,High,1
Visionary CEO,Stable Economy,39,1,SaaS,Seed,Hybrid,14,143,67.5,5.2,3.8,7.1,1.4,9.0,3.8,1.0,2.4,Low,0,18.5,10.5,10.0,44.7,6.8,Yes,0.195,Low,0
Solo Hustler,Stable Economy,32,0,E-commerce,Series C,Remote,557,85,63.6,5.3,3.4,4.8,8.9,0.0,3.5,6.8,5.3,Moderate,0,-4.0,23.8,1.8,36.3,4.6,Yes,0.185,Low,0
Growth Obsessed Founder,Bull Market,28,1,Biotech,Series C,Hybrid,312,109,66.7,6.4,3.2,6.2,7.0,5.1,5.3,5.3,3.1,Low,0,17.6,10.5,5.2,48.6,7.3,No,0.476,Medium,0
Chaotic Innovator,Funding Winter,46,5,EdTech,Pre-Seed,Office,6,4,75.7,4.5,2.2,0.0,6.6,4.7,6.1,3.2,6.0,Moderate,0,27.4,15.8,1.0,31.5,3.5,No,0.592,Medium,0
Serial Entrepreneur,Funding Winter,34,7,Cybersecurity,Seed,Remote,11,55,44.9,7.3,4.6,19.5,6.8,0.5,1.0,1.0,1.0,Low,0,17.3,30.9,9.6,20.8,10.0,No,0.015,Low,0
Visionary CEO,Stable Economy,38,1,Gaming,Pre-Seed,Remote,8,6,82.8,4.8,2.9,2.0,5.5,6.4,9.7,6.5,6.1,Moderate,0,1.6,8.3,1.1,53.5,4.4,Yes,0.809,High,1
Growth Obsessed Founder,Stable Economy,41,3,FinTech,Seed,Office,19,7,62.8,5.9,4.3,5.0,5.8,6.2,4.9,1.4,2.1,Low,0,24.6,6.1,10.0,32.9,6.6,Yes,0.346,Low,0
Chaotic Innovator,Bull Market,37,3,HealthTech,Series B,Remote,115,88,69.6,5.4,3.8,5.0,4.3,2.3,4.0,2.0,1.0,Low,0,0.6,15.2,5.9,28.2,8.5,No,0.054,Low,0
Visionary CEO,Stable Economy,37,3,AI,Pre-Seed,Remote,11,132,65.9,5.3,3.8,16.0,6.3,0.0,2.8,1.0,1.0,Low,0,-2.1,12.4,3.8,27.1,8.6,No,0.069,Low,0
Calm Operator,Bull Market,42,5,Cybersecurity,Bootstrapped,Hybrid,3,110,63.2,6.5,5.8,25.3,3.4,2.4,4.1,2.2,1.0,Low,0,-2.0,4.6,5.2,17.0,9.7,No,0.206,Low,0
Calm Operator,Bull Market,36,2,AI,Pre-Seed,Remote,5,15,36.5,7.8,5.7,8.8,3.3,2.2,1.0,2.0,1.0,Low,0,-5.3,12.2,5.9,9.6,10.0,Yes,0.115,Low,0
Chaotic Innovator,Stable Economy,43,3,Cybersecurity,Series C,Hybrid,420,95,54.2,4.7,6.3,13.4,6.9,4.5,4.3,2.1,2.9,Low,0,18.7,24.0,5.2,28.2,6.3,No,0.035,Low,0
Technical Builder,Funding Winter,37,2,EdTech,Seed,Remote,13,77,74.2,6.3,2.5,7.7,8.7,1.2,4.7,5.6,1.2,Low,0,-1.7,16.2,5.7,29.5,8.0,No,0.153,Low,0
Growth Obsessed Founder,Stable Economy,25,0,EdTech,Series A,Remote,23,96,51.8,5.9,5.9,9.0,7.3,7.7,5.4,4.1,2.8,Low,0,16.3,11.5,4.6,42.7,7.3,No,0.736,High,1
Technical Builder,Stable Economy,43,4,AI,Series A,Remote,77,61,71.9,6.0,3.5,10.8,10.0,6.8,5.8,5.7,6.7,Severe,1,-14.6,16.3,1.2,63.0,3.4,Yes,0.788,High,1
Visionary CEO,Recession,28,2,FinTech,Pre-Seed,Remote,8,97,58.0,5.7,5.5,2.3,3.2,7.6,4.8,4.4,3.5,Moderate,0,0.6,11.9,3.7,50.1,6.5,No,0.705,High,1
Technical Builder,Funding Winter,39,1,FinTech,Bootstrapped,Hybrid,5,83,59.8,6.2,2.6,9.2,7.9,0.6,3.3,1.8,1.0,Low,0,26.1,12.5,6.0,8.0,9.5,Yes,0.162,Low,0
Solo Hustler,Stable Economy,37,2,FinTech,Bootstrapped,Remote,4,63,82.0,4.0,4.0,0.0,4.5,4.4,8.1,6.0,4.6,Moderate,0,5.9,21.3,6.8,33.5,6.4,No,0.128,Low,0
Calm Operator,Funding Winter,37,0,FinTech,Pre-Seed,Remote,12,42,57.3,7.2,5.2,10.8,4.8,1.2,2.4,1.0,2.6,Low,0,0.4,19.2,2.7,7.2,7.7,No,0.136,Low,0
Visionary CEO,Bull Market,24,2,EdTech,Seed,Remote,9,7,61.8,6.6,2.8,5.8,1.1,4.0,1.4,2.1,3.1,Low,0,0.3,14.9,5.3,37.0,8.1,No,0.119,Low,0
Visionary CEO,Recession,27,1,Gaming,Seed,Remote,14,121,69.3,5.6,3.0,12.5,9.5,5.0,7.1,6.3,3.6,Moderate,0,-14.7,1.0,4.8,31.8,6.7,No,0.95,High,1
Growth Obsessed Founder,Stable Economy,34,2,Cybersecurity,Pre-Seed,Remote,6,133,52.4,6.2,4.1,5.6,5.2,7.3,4.1,3.6,2.1,Low,0,9.4,14.4,4.7,34.4,9.8,No,0.573,Medium,0
Technical Builder,Bull Market,21,2,EdTech,Seed,Remote,25,118,57.8,7.8,5.0,8.2,3.9,7.3,2.7,2.4,1.0,Low,0,6.8,16.5,4.0,34.8,10.0,No,0.286,Low,0
Technical Builder,Stable Economy,30,4,E-commerce,Seed,Remote,17,51,60.9,6.3,3.8,8.5,8.1,0.9,4.8,5.6,1.5,Low,0,26.5,1.0,9.0,36.6,7.2,No,0.074,Low,0
Visionary CEO,Stable Economy,29,3,Gaming,Bootstrapped,Remote,6,143,66.1,6.2,3.8,5.9,3.3,6.6,5.0,6.1,2.2,Low,0,6.2,10.4,10.0,32.0,8.1,No,0.3,Low,0
Serial Entrepreneur,Stable Economy,39,7,FinTech,Series A,Remote,83,45,52.7,5.3,4.2,13.8,1.6,1.8,1.3,3.3,1.0,Low,0,9.7,13.0,8.8,17.7,9.0,No,0.048,Low,0
Calm Operator,Recession,21,0,AI,Series B,Hybrid,178,57,65.5,6.2,3.7,25.5,5.9,0.7,3.3,1.0,1.0,Low,0,17.0,15.5,4.1,26.2,9.2,Yes,0.399,Medium,0
Technical Builder,Recession,27,2,E-commerce,Pre-Seed,Hybrid,3,130,56.8,6.5,4.3,0.0,9.3,2.0,6.0,4.0,4.1,Moderate,0,2.1,8.6,6.7,23.0,6.1,Yes,0.602,Medium,0
Technical Builder,Funding Winter,37,2,E-commerce,Seed,Remote,5,68,64.4,5.8,3.0,19.8,7.3,5.3,6.7,6.5,3.3,Low,0,-12.4,28.9,1.3,41.8,7.7,No,0.151,Low,0
Technical Builder,Stable Economy,27,3,AI,Bootstrapped,Remote,6,71,71.6,6.9,2.5,21.8,5.5,0.2,3.0,2.7,1.0,Low,0,17.0,13.3,6.5,29.1,9.8,No,0.116,Low,0
Growth Obsessed Founder,Funding Winter,26,0,E-commerce,Bootstrapped,Remote,4,47,73.4,4.9,2.9,6.5,8.7,7.6,8.5,6.8,3.4,Low,0,0.0,12.4,1.0,44.4,5.9,No,0.82,High,1
Serial Entrepreneur,Stable Economy,32,4,SaaS,Bootstrapped,Hybrid,6,70,50.7,6.1,4.4,8.8,2.7,4.1,1.4,1.0,1.0,Low,0,-16.1,17.5,7.4,25.3,10.0,No,0.072,Low,0
Burned-Out Operator,Stable Economy,37,1,SaaS,Seed,Hybrid,12,79,45.2,5.2,3.0,0.0,1.9,1.8,1.4,1.1,1.0,Low,0,6.3,14.4,6.5,38.3,9.7,Yes,0.215,Low,0
Calm Operator,Recession,37,0,Biotech,Pre-Seed,Remote,14,31,43.3,5.2,3.9,12.6,6.6,0.0,2.9,4.5,1.0,Low,0,-2.4,7.3,2.2,10.7,9.2,No,0.62,Medium,0
Technical Builder,Bull Market,26,4,FinTech,Series C,Remote,435,89,64.6,6.5,4.4,2.0,8.9,0.6,4.4,5.8,4.7,Moderate,0,10.7,22.2,8.1,22.2,6.4,No,0.055,Low,0
Calm Operator,Bull Market,35,1,EdTech,Bootstrapped,Hybrid,3,40,59.2,6.6,4.5,19.6,8.5,0.0,1.8,1.0,1.0,Low,0,-5.4,11.1,5.3,7.6,10.0,No,0.06,Low,0
Growth Obsessed Founder,Recession,34,4,SaaS,Series B,Remote,212,59,65.4,5.5,3.6,4.4,8.5,5.6,8.4,9.0,7.0,Severe,1,11.3,14.7,1.0,52.1,4.3,No,0.935,High,1
Serial Entrepreneur,Bull Market,32,5,Gaming,Bootstrapped,Remote,6,62,52.2,4.9,4.5,3.4,7.4,2.9,6.3,6.6,4.7,Moderate,0,39.3,20.1,10.0,45.4,6.3,No,0.05,Low,0
Technical Builder,Stable Economy,31,1,ClimateTech,Bootstrapped,Remote,5,13,60.3,5.9,2.4,9.4,3.1,3.9,3.5,6.3,1.9,Low,0,-5.5,15.4,4.4,24.4,7.4,No,0.16,Low,0
Chaotic Innovator,Bull Market,34,3,AI,Pre-Seed,Remote,12,16,80.8,5.2,3.0,7.8,4.3,8.9,9.8,9.7,7.4,Severe,1,-10.2,10.3,1.9,65.2,1.0,No,0.889,High,1
Calm Operator,Funding Winter,35,0,AI,Series B,Remote,211,84,40.2,7.3,6.8,23.0,7.4,0.3,2.7,2.3,1.0,Low,0,4.9,15.0,3.7,25.7,10.0,No,0.096,Low,0
Solo Hustler,Funding Winter,28,2,SaaS,Series C,Remote,146,23,71.4,5.4,3.9,2.1,9.5,3.4,6.2,9.8,10.0,Severe,1,23.8,17.3,3.8,55.7,1.0,Yes,0.567,Medium,0
Calm Operator,Stable Economy,36,0,Biotech,Series B,Remote,92,65,58.3,5.4,5.1,2.6,8.9,4.9,4.4,3.7,2.6,Low,0,30.7,8.9,6.6,45.6,8.2,Yes,0.666,High,1
Solo Hustler,Funding Winter,31,2,FinTech,Series A,Remote,31,103,73.8,6.0,5.2,16.8,8.1,5.0,5.4,1.8,2.3,Low,0,39.6,8.6,5.1,41.2,6.6,No,0.237,Low,0
Solo Hustler,Stable Economy,32,2,SaaS,Pre-Seed,Hybrid,12,63,59.2,5.8,4.8,9.6,6.7,0.0,1.2,1.6,1.0,Low,0,20.2,15.1,8.5,0.0,8.5,No,0.013,Low,0
Technical Builder,Recession,32,2,E-commerce,Series B,Hybrid,86,131,63.9,4.8,4.6,11.1,9.2,4.1,7.2,9.1,6.6,Severe,1,-10.4,4.7,2.2,56.0,2.8,No,0.87,High,1
Technical Builder,Stable Economy,36,2,Cybersecurity,Pre-Seed,Remote,5,27,56.9,6.7,2.5,16.3,5.7,3.8,1.6,1.0,3.1,Low,0,15.5,6.4,2.9,30.2,6.8,No,0.797,High,1
Calm Operator,Funding Winter,31,0,EdTech,Bootstrapped,Remote,7,86,58.1,6.7,6.6,28.1,6.9,0.0,4.4,3.6,1.1,Low,0,-0.3,1.0,7.6,23.2,8.1,No,0.129,Low,0
Calm Operator,Bull Market,24,1,FinTech,Series A,Hybrid,45,41,44.0,6.6,5.9,23.4,8.6,1.5,2.9,2.9,1.0,Low,0,36.8,18.4,4.9,13.3,9.5,No,0.02,Low,0
Technical Builder,Stable Economy,37,2,ClimateTech,Seed,Hybrid,16,22,41.9,7.5,4.8,6.3,5.5,4.5,2.2,1.0,1.0,Low,0,-4.4,27.5,4.8,24.0,10.0,No,0.126,Low,0
Burned-Out Operator,Recession,37,1,SaaS,Series A,Remote,25,15,63.7,5.0,5.1,3.8,10.0,1.3,6.9,9.5,6.2,Moderate,0,-3.2,16.1,1.5,36.4,4.7,Yes,0.555,Medium,0
Solo Hustler,Funding Winter,28,1,HealthTech,Seed,Office,26,29,63.7,5.1,4.9,13.9,5.8,4.6,5.1,2.1,2.1,Low,0,-27.6,17.0,4.5,37.0,8.8,Yes,0.226,Low,0
Solo Hustler,Stable Economy,28,1,AI,Pre-Seed,Remote,2,10,84.4,4.3,2.9,10.1,5.6,6.6,8.6,5.9,4.9,Moderate,0,-11.3,8.4,2.1,56.7,3.6,No,0.795,High,1
Solo Hustler,Funding Winter,31,3,Gaming,Pre-Seed,Hybrid,4,61,83.9,4.8,2.1,16.0,5.3,3.8,6.7,5.7,3.8,Moderate,0,2.6,15.8,4.7,18.1,4.6,Yes,0.495,Medium,0
Solo Hustler,Funding Winter,30,1,E-commerce,Pre-Seed,Hybrid,12,46,83.9,4.3,1.5,7.5,5.8,3.6,7.9,5.9,4.0,Moderate,0,29.4,3.0,5.9,30.0,4.8,No,0.457,Medium,0
Solo Hustler,Funding Winter,34,2,Gaming,Pre-Seed,Hybrid,2,130,71.8,3.9,1.4,8.6,9.1,4.5,9.7,10.0,8.9,Severe,1,-19.6,1.1,4.9,62.5,1.0,Yes,0.983,High,1
Serial Entrepreneur,Funding Winter,48,6,ClimateTech,Series B,Hybrid,192,44,63.3,5.0,5.4,6.6,6.0,3.7,6.2,5.6,4.1,Moderate,0,10.1,20.6,3.2,36.8,6.5,Yes,0.588,Medium,0
Technical Builder,Stable Economy,31,1,AI,Seed,Remote,10,76,54.6,7.0,2.7,10.5,4.3,1.1,2.0,1.0,1.0,Low,0,7.9,23.0,8.6,20.0,10.0,No,0.007,Low,0
Growth Obsessed Founder,Funding Winter,40,2,FinTech,Series B,Hybrid,122,81,81.8,5.5,4.4,8.2,7.1,8.2,8.6,7.2,9.2,Severe,1,15.3,7.1,4.1,62.6,1.0,Yes,0.898,High,1
Growth Obsessed Founder,Stable Economy,33,1,Cybersecurity,Seed,Hybrid,23,43,57.2,5.9,4.8,17.3,7.5,3.6,3.8,4.5,2.4,Low,0,-6.4,23.4,2.8,25.1,6.3,No,0.103,Low,0
Burned-Out Operator,Stable Economy,30,1,Gaming,Series A,Hybrid,69,84,56.2,6.3,3.7,15.3,8.8,4.1,6.7,7.6,6.1,Moderate,0,41.6,11.5,7.3,48.4,5.4,No,0.215,Low,0
Serial Entrepreneur,Stable Economy,33,3,AI,Seed,Office,21,131,45.9,6.2,3.5,12.6,2.1,2.3,1.5,4.7,1.0,Low,0,4.4,11.7,4.0,18.1,10.0,No,0.09,Low,0
Solo Hustler,Stable Economy,37,3,E-commerce,Seed,Hybrid,13,124,50.7,6.0,5.1,11.6,2.3,2.0,1.0,1.0,1.0,Low,0,30.0,9.4,7.0,12.3,8.9,No,0.194,Low,0
Chaotic Innovator,Funding Winter,34,1,AI,Pre-Seed,Office,8,35,58.0,5.2,4.5,10.3,6.2,8.6,5.3,5.7,3.4,Low,0,0.8,1.0,7.2,43.8,7.3,No,0.956,High,1
Solo Hustler,Funding Winter,29,2,E-commerce,Series B,Hybrid,200,67,75.8,5.3,2.7,5.4,7.7,6.0,10.0,10.0,5.1,Moderate,0,-1.9,16.1,2.1,50.7,3.5,Yes,0.755,High,1
Technical Builder,Stable Economy,29,1,ClimateTech,Seed,Remote,29,78,45.1,6.3,5.1,10.4,3.4,5.2,2.0,2.9,4.1,Moderate,0,5.6,6.9,3.2,46.0,6.7,Yes,0.643,Medium,0
Solo Hustler,Funding Winter,24,1,HealthTech,Bootstrapped,Hybrid,3,101,81.3,5.1,2.0,13.7,2.8,7.6,9.0,6.5,6.0,Moderate,0,6.1,21.7,1.0,52.4,3.9,Yes,0.653,High,1
Serial Entrepreneur,Stable Economy,43,6,AI,Series A,Remote,74,17,71.6,3.6,3.2,7.3,7.6,1.9,7.4,9.7,9.5,Severe,1,-45.0,10.4,3.0,45.5,1.0,Yes,0.804,High,1
Serial Entrepreneur,Bull Market,38,4,Gaming,Pre-Seed,Office,9,142,52.5,7.6,2.9,13.4,3.5,2.7,2.1,1.0,1.0,Low,0,24.9,16.8,7.0,4.1,10.0,No,0.033,Low,0
Serial Entrepreneur,Bull Market,42,7,E-commerce,Seed,Hybrid,11,53,51.3,5.7,4.1,14.1,5.1,4.1,4.0,2.1,1.0,Low,0,-13.8,8.2,5.0,24.2,10.0,No,0.098,Low,0
Burned-Out Operator,Bull Market,26,2,E-commerce,Bootstrapped,Remote,2,2,74.8,5.1,2.0,14.1,1.1,5.5,6.7,5.4,6.5,Moderate,0,29.1,8.4,5.5,47.8,3.4,Yes,0.865,High,1
Solo Hustler,Stable Economy,33,1,EdTech,Series A,Hybrid,48,24,69.0,6.0,2.4,0.0,8.2,4.0,5.3,6.6,3.5,Low,0,-9.6,5.1,3.7,27.7,5.2,No,0.748,High,1
Solo Hustler,Stable Economy,32,2,SaaS,Pre-Seed,Remote,5,31,69.8,5.2,3.6,13.9,2.4,4.7,3.8,1.9,1.4,Low,0,9.7,7.7,7.3,25.7,8.4,Yes,0.568,Medium,0
Visionary CEO,Bull Market,37,3,HealthTech,Pre-Seed,Remote,9,9,57.7,7.1,3.2,7.7,3.1,0.0,2.3,1.2,1.0,Low,0,14.6,14.5,7.1,5.7,10.0,No,0.145,Low,0
Technical Builder,Funding Winter,30,1,HealthTech,Seed,Remote,20,126,66.9,6.2,2.5,3.1,2.7,0.8,3.0,1.0,1.0,Low,0,3.8,9.8,7.1,14.4,8.8,No,0.136,Low,0
